,位置,名称,建筑面积(平方米),总价（元）,户型,朝向,楼层,每平米售价（元）,装修情况
1520,黄埔,金碧世纪花园 实用三房100方带主套 位置安静 性价比高,100,3500000,3室1厅,北,低层/17层,35000,普通
1521,白云,升平楼 升平楼 精装2房首付30万 文化广场旁 交通便利 ,96,2690000,2室1厅,南,高层/8层,28021,精
1522,番禺,奥园养生广场 豪华装修单间 购物方便 即买即收租 拎包即可入住,36,600000,1室0厅,南,中层/29层,16667,精
1523,天河,富力爱丁堡国际公寓 豪华两房 拎包入住 不限购,127,5900000,2室2厅,北,中层/32层,46457,豪华
1524,番禺,花样年华 精装三房两厅，看上速联,92,2800000,3室2厅,西北,中层/19层,30435,精
1525,天河,骏景花园东御苑  繁华与安静，温馨而舒适，给你一个家的感觉,183,9500000,4室2厅,南,中层/29层,51913,普通
1526,白云,金碧新城花园 三房一厅一卫  西南向,89,3200000,3室1厅,西南,高层/11层,35955,普通
1527,海珠,润泰大厦 地铁 电梯中高层 大两房 双阳台 楼梯价买电梯房 ,85.64,3000000,2室2厅,西,高层/29层,35030,精
1528,番禺,东圆新村 东圆新村 个人急售 配套齐全 南北通透 满五 随时,131,1700000,3室1厅,东北,高层/7层,12977,普通
1529,天河,中海康城 温馨三方 高层采光好,103,4850000,3室2厅,南,高层/20层,47087,精
1530,天河,财富世纪广场 天空一声巨响 靓盘闪亮登场,84,3700000,1室1厅,东南,高层/28层,44048,精
1531,番禺,锦绣半岛 双证大三房   望花园新静好房  电梯中高层,113,3600000,3室2厅,西,中层/28层,31858,精
1532,天河,华景新城6期 精装三房 视野开阔 无遮挡 通风采光足 ,125,6300000,3室1厅,西南,中层/32层,50400,精
1533,番禺,洛湖居 求不可遇 三房 整个小区 位置优佳 ,91,2700000,3室2厅,南,中层/7层,29670,精
1534,番禺,雅居乐花园 十年小雅310万两房 南向单位 带豪华装修,76.6,3100000,2室2厅,南,低层/33层,40470,豪华
1535,番禺,越秀可逸江畔 精装三房两厅，看上速联,144.62,5250000,3室2厅,南,低层/13层,36302,精
1536,番禺,海伦堡御院 客厅朝南，视野好，小区环境优美，大四房设计,148.33,4580000,4室2厅,东南,中层/11层,30877,精
1537,番禺,华景新城 电梯中空复式  送130平空中花园,249,6880000,4室2厅,南,高层/12层,27631,普通
1538,天河,盈彩美居 盈彩超笋三房 ,93,3650000,3室2厅,西,中层/11层,39247,精
1539,番禺,大西路 中等楼层 精装修 繁华地段 安静 总价低,65,1380000,3室1厅,南,中层/7层,21231,精
1540,天河,粤海丽江花园 高端小区，环境优美，风景好,278.3,20500000,6室2厅,南,中层/45层,73662,精
1541,天河,华港花园 现代古典风 琴瑟幽幽 天然园林景观 生活好舒畅,120,7700000,4室2厅,北,高层/25层,64167,普通
1542,番禺,倚湖湾 精装2房 湖景靓 近22号线 北靠大夫山  空气好,84,2500000,2室2厅,北,中层/5层,29762,精
1543,番禺,洛涛居南区 三房三楼南向 诚售,84,2800000,3室1厅,南,中层/6层,33333,普通
1544,番禺,敏捷金月湾 大四房 一线江景 南北通透,172.94,6880000,4室2厅,南,中层/31层,39783,精
1545,天河,丽晶华庭 奢华典范 品味贵格 拔尖地段 超值物业,239,10000000,4室2厅,南北,高层/30层,41841,普通
1546,番禺,尚贤坊 配套成熟 交通便利 全新精装 带学校 价钱低廉,120,2480000,3室2厅,南,低层/10层,20667,精
1547,天河,太阳新天地裕景花园 三房两厅 户型房子 楼层高 无抵押 可以马上交易,109.78,7000000,3室2厅,北,低层/30层,63764,普通
1548,番禺,保利香槟国际 精装三房带主套，入读番中附小，少有放盘买到就赚到,107.29,3450000,3室2厅,南,低层/18层,32156,精
1549,天河,中海康城 精装小三房，保养好，拎包入住，全新装修,93,3200000,3室2厅,南北,高层/7层,34409,普通
1550,海珠,愉景雅苑 干净电梯3房格局方正使用带主套看房方便随时约,107,5300000,3室2厅,西,低层/12层,49533,普通
1551,番禺,昊龙花园南区 精致三房 产权清晰 阳台望景区 交通方便 ,89,2500000,3室2厅,北,高层/5层,28090,精
1552,番禺,禺华园 全新豪华装修 周边配套齐全 格局方正 大阳台南向,110,2680000,3室2厅,南,高层/7层,24364,豪华
1553,天河,骏景花园 知名小区四通八达地段生活成熟宽敞舒适,106.5,5500000,3室2厅,东北,中层/20层,51643,普通
1554,番禺,洛湖居  豪华装修格局规整 房主急售,69,2200000,2室2厅,北,中层/7层,31884,精
1555,番禺,"康裕苑 笋精装两房两厅,低楼层,诚意出售,值得强占先机",80,2300000,2室1厅,东南,中层/7层,28750,普通
1556,番禺,奥园广场 精美装修 配套完善 交通便捷 新净整洁 方便看房,60,1300000,1室1厅,南,中层/23层,21667,普通
1557,番禺,金沙御苑 精致装修 温馨大两房,97,2650000,2室2厅,西南,低层/24层,27320,精
1558,番禺,西城花园 南北对流，空间大，业主急售,84,1800000,3室1厅,南,中层/7层,21429,普通
1559,番禺,尚东尚筑 南向两房  精装修  中高层  价格实惠,80,2500000,2室2厅,东南,中层/18层,31250,精
1560,番禺,奥园养生广场 1房1厅61平普通装修西,61,1100000,1室1厅,南,高层/29层,18033,普通
1561,天河,领汇国际 可入户 酒店式管理 5号线三溪站 月租金3200,50,2100000,1室1厅,北,低层/25层,42000,精
1562,黄埔,荔香花园 一房一厅 格局方正 总价低 荔园小学 随时看房,41.54,1350000,1室1厅,南北,中层/9层,32499,普通
1563,番禺,宝翠苑 交通方便配套成熟步梯中层户型正,74.8,1800000,2室2厅,东南,中层/6层,24064,精
1564,番禺,江南新村 近地铁 中等楼层 户型方正 有钥随时看房,73.89,1550000,3室1厅,南,中层/7层,20977,普通
1565,番禺,友谊尚居 价格合适只售220万元 真实报价非常合适 着急出售,59.7,2150000,1室1厅,南,中层/15层,36013,精
1566,番禺,华侨城 3房105方普通装修南向电梯高层,105,2400000,3室1厅,北,高层/13层,22857,普通
1567,番禺,奥园养生广场 78万元 精装修 电梯高层 53m²,53,780000,1室1厅,北,高层/29层,14717,精
1568,番禺,新世纪花园 新世纪花园三房带平台出售,113,3200000,3室2厅,南,中层/5层,28319,精
1569,黄埔,黄埔花园 业主换大房 急售 精致一室一厅可改二房 看房方便,62,2500000,1室1厅,南,低层/24层,40323,精
1570,番禺,番禺奥园 实用大三房，可改四房，省级小学，可入户，过五年。,126,3800000,3室2厅,南,中层/6层,30159,普通
1571,番禺,南村四海城 精装修，全新未住过，复式1房1厅，交通便利，有钥匙,50,1750000,1室1厅,南,高层/23层,35000,精
1572,天河,嘉裕丹顿阳光 给你一个温馨舒适的家的感觉,83,6000000,1室1厅,北,低层/28层,72289,精
1573,番禺,东湖洲花园 中高层望花园，买家具入住，新装修 ,94,3400000,3室2厅,南,低层/24层,36170,豪华
1574,番禺,如意中心 3房2厅 86平 精装装修 南,86,2700000,3室2厅,南,中层/16层,31395,精
1575,番禺,番禺奥园 番中附属小学九年义务教育102平米285万看中可刀,102,2730000,3室2厅,南北,中层/6层,26765,精
1576,海珠,逸翠居 地铁旁建 交通方便 采光通风好,95.2,2490000,2室1厅,南,高层/9层,26155,普通
1577,番禺,康怡居 康怡居 精装三房 业主急售,88,2800000,3室2厅,南,高层/6层,31818,普通
1578,天河,盈彩美居 高楼东南向两房 通风良好 看房方便,78,3600000,2室2厅,东南,高层/12层,46154,精
1579,番禺,奥园广场 一房一厅精装南向 商住两用 交通方便,56,1180000,1室1厅,南,高层/23层,21071,精
1580,番禺,华侨城 华侨城精装温馨大三房 安静舒适采光好 即可拎包入住,87,2200000,3室1厅,南,中层/13层,25287,普通
1581,番禺,雅居乐锦官城 精装四房两厅出售,98.77,3500000,4室2厅,北,高层/18层,35436,精
1582,番禺,奥园养生广场 交通方便光线通透格局方正装修保养好,36,600000,1室0厅,北,低层/29层,16667,精
1583,天河,信华经理人花园 精装修四房两厅 业主诚心出售,147,9000000,4室2厅,北,中层/31层,61224,普通
1584,番禺,恒生花园 低层南北对流 诚意放卖 送大花园 视野好,100.68,3000000,4室1厅,南北,低层/6层,29797,普通
1585,天河,华景新城陶然庭苑 精装两房 户型方正 中高层采光好,78,4500000,2室2厅,北,高层/35层,57692,普通
1586,海珠,鸿荣阁 精致地铁上建 低楼层精致一房 ,27,950000,1室1厅,西,低层/9层,35185,普通
1587,番禺,万科欧泊 精装修3房2厅，送全家家私家电，业主急出售，急出售,95,4500000,3室2厅,东南,低层/42层,47368,精
1588,海珠,江南新苑 温馨三房 采光通风好 周边生活配套设施齐,96,6000000,3室2厅,北,高层/31层,62500,精
1589,番禺,花样年华三期 豪华三房家私家电全送轻松搞定丈母娘,106,2900000,3室2厅,东南,低层/18层,27358,精
1590,番禺,花样年华 115平方，三房，卖300万,115,3000000,3室2厅,北,高层/17层,26087,精
1591,番禺,万科欧泊 普装大单间出售，看上速联,40,1000000,1室0厅,西,中层/10层,25000,普通
1592,番禺,奥园广场 精装修一房一厅配套成熟交通方便,56,980000,1室1厅,北,中层/23层,17500,精
1593,白云,榕溪花园 石井 中楼层 装修好 看房方便,78,700000,2室1厅,东南,高层/8层,8974,精
1594,番禺,敏捷金月湾 精装大3房带主套望江,142.7,5400000,3室2厅,西,高层/23层,37842,精
1595,黄埔,金碧世纪花园 三期108方南向三房 高层望泳池花园 看房提前约,108,4350000,3室2厅,南,高层/32层,40278,精
1596,天河,汇峰苑 温馨单间出售,42,4000000,1室0厅,东,中层/43层,95238,豪华
1597,海珠,动感华庭 精装温馨一房 采光通风好 方正实用 看房提前约动感,38,1800000,1室2厅,南北,高层/20层,47368,精
1598,番禺,金沙湾花园 复式精装修7房带主套 走过路过千万别错,234,6000000,7室3厅,北,高层/11层,25641,精
1599,白云,富力阳光美居 黄石 户型方正  保养非常好  业主诚信急售,52,1980000,1室1厅,东北,低层/15层,38077,精
1600,海珠,金碧花园 保养好 精装小两房 看房方便,66,2500000,2室2厅,南,低层/22层,37879,精
1601,天河,利雅湾 刚出炉新笋盘   3房1厅 91平 精装装修 ,91,9500000,3室1厅,北,中层/31层,104396,精
1602,番禺,瑞和园 格局方正2房 交通方便 省级学校 ,53,980000,2室1厅,东,中层/6层,18491,普通
1603,番禺,奥园养生广场 奥园养生广场 不限购 精装修 即买即收租,36,650000,1室0厅,南,中层/29层,18056,普通
1604,番禺,雅居乐锦官城 精致装修 4室2厅1厨3卫 111.88m²复式,111.88,4500000,4室2厅,东南,高层/18层,40222,精
1605,番禺,荟心园 南北对流三房 总价低 全新装修,148.2,6290000,3室2厅,南,低层/16层,42443,普通
1606,番禺,环城西路 中层2房 生活便利 配套完善 就读省一级,82.8,1420000,2室2厅,南北,中层/7层,17150,普通
1607,番禺,柏丽甜果 急售    精 装 修，带车位,82,1200000,3室1厅,南,中层/21层,14634,精
1608,黄埔,金碧世纪花园 南向两房 户型方正实用 装修保养好 业主换房急售,69.5,2600000,2室1厅,南,低层/17层,37410,精
1609,黄埔,金碧世纪花园 精装修 目前是业主自己住 装修保养还行,70,3000000,2室1厅,南,低层/17层,42857,精
1610,番禺,如意中心 东南向三房，方正实用,95,2750000,3室2厅,东南,低层/16层,28947,普通
1611,番禺,海怡花园 精装3房 低于市场价 业主急售,80,2600000,3室2厅,东南,低层/28层,32500,精
1612,番禺,雍逸华庭 改善型金装四房,162,4800000,4室2厅,东南,中层/17层,29630,精
1613,番禺,海滨花园 双地铁厦滘站洛溪站温馨三房电梯中楼层业主诚心急售,101,3150000,3室2厅,西南,低层/12层,31188,普通
1614,番禺,海滨花园 南向笋盘 中间楼层,93,3100000,3室1厅,南,低层/12层,33333,精
1615,天河,盈彩美居 3房带主套 光线好 保养好 看房方便 近公交地铁,108,4800000,3室2厅,北,高层/18层,44444,普通
1616,天河,华景新城芳满庭园 观望一次涨一次，不要还是重复昨天的故事！！,74,4000000,2室2厅,北,中层/36层,54054,普通
1617,番禺,万科欧泊 40方单间公寓 小区式管理 住的舒心,34,1000000,1室0厅,东,高层/10层,29412,精
1618,番禺,雅居乐花园 业主急售 东南向 过5年  税费低 保养好 有钥匙,88.7,3280000,2室2厅,东南,中层/9层,36979,精
1619,白云,白云高尔夫花园 安静整洁 舒适温馨环境优美交通方便 随时看房,105,4000000,3室1厅,东南,低层/14层,38095,精
1620,天河,睿峰园 五山睿山豪宅的房子，值得你去享受，你一生不换的房子,137.75,10500000,4室2厅,南北,中层/23层,76225,精
1621,番禺,星力时代豪庭 全新一手三房通风采光好格局方正,96,2700000,3室2厅,南,中层/33层,28125,精
1622,天河,历德雅舍 1房1厅 54平 普通装修 南,54,3800000,1室1厅,北,低层/30层,70370,普通
1623,番禺,花样年华三期 豪华装修 2室 南向 高层 视野超好,78,2570000,2室1厅,南,高层/18层,32949,豪华
1624,番禺,冠军城  精致装修2房 保养干净 格局方正,86.8,2600000,2室2厅,东,中层/11层,29954,精
1625,番禺,欧洲假日国际公寓 真正的特价房 看看这套你会明白！急售,78,2200000,2室2厅,南,中层/25层,28205,精
1626,番禺,珠江花园 别墅  一线望江 南北通透 给您家的感觉！,298,20000000,9室2厅,南,共1层,67114,普通
1627,番禺,敏捷华美国际 高层打通两套房变成一套大的，捡钱的机会在眼前,110,2420000,3室1厅,东北,中层/17层,22000,普通
1628,番禺,锦绣半岛 南向双证大三房    电梯高层  望花园安静好房,129,4000000,3室2厅,南,中层/26层,31008,精
1629,番禺,新世纪花园 新世纪花园 精装三房 满五 配套成熟 交通便,91.82,2510000,3室2厅,南,中层/6层,27336,精
1630,黄埔,天虹花园 实用南向两房 业主为腾名额 诚心卖,56,1930000,2室2厅,东南,低层/9层,34464,精
1631,天河,翠安侬苑 方正三房 便宜市场价10万 东向采光通风舒适,101.11,5800000,3室1厅,东,低层/36层,57363,普通
1632,番禺,蝶舞轩 精装大三房，阳光充足 业主居家保养好,95.51,3100000,3室2厅,北,高层/6层,32457,普通
1633,黄埔,万科黄埔仓 临近地铁  商住两用   即买即收租,66,2300000,3室2厅,南,中层/22层,34848,精
1634,海珠,保利红棉花园 东南向精致一房 带阳台 中层,40,1300000,1室1厅,东北,中层/9层,32500,普通
1635,天河,纵横白领公寓 精装三房 笋笋,82,2800000,3室2厅,北,低层/9层,34146,普通
1636,天河,中海康城 精致电梯三房 南北对流  随时预约看房,111,4600000,3室2厅,北,中层/21层,41441,精
1637,天河,中海康城 纯南向 厅出阳台 精装修 即买即住 免税哦,86.09,3680000,2室2厅,南,中层/12层,42744,普通
1638,番禺,如意中心 精致装修 2室2厅1厨1卫 ,71,2180000,2室2厅,西南,高层/16层,30704,精
1639,海珠,愉景雅苑 南向三房带主套 大阳台安静望花园 格局方正 采光好,100,5900000,3室2厅,南,中层/12层,59000,精
1640,番禺,康怡居 南向大三房 保养清净 证过五年少税  出入便利,105,3600000,3室2厅,南,中层/6层,34286,普通
1641,番禺,康乐园 地铁附近，全新装修3房2厅，南向中楼层,97,2550000,3室2厅,南,高层/7层,26289,精
1642,天河,领峰园 舒适一房一厅 价格便宜,83,6600000,1室1厅,北,低层/42层,79518,精
1643,海珠,南景园 高层3房带主套 格局方正实用 闹中取静 看房方便,119,5400000,3室2厅,东,高层/18层,45378,精
1644,天河,加拿大花园 电梯三房 保养很好 安静不吵 采光好,99,4450000,3室2厅,西南,中层/22层,44949,普通
1645,白云,盈翠华庭 白云大道南 精装两房 北向 过二 看房方便,72,2750000,2室1厅,北,高层/7层,38194,普通
1646,黄埔,金碧世纪花园 三期厅直出阳台两房 高层视野开阔 格局方正,73,2800000,2室2厅,北,高层/32层,38356,普通
1647,越秀,泰康城广场 越秀 北京路 东南向 双阳台  一线江景房,167.71,6800000,2室2厅,东南,中层/39层,40546,精
1648,黄埔,金碧领秀国际 4房3厅 168平 精装装修 南北,168,7000000,5室3厅,南北,共3层,41667,精
